1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	2
22	0
23	0
24	1
25	0
26	0
27	0
28	0
29	2
30	0
31	1
32	0
33	1
34	0
35	0
36	0
37	0
38	0
39	1
40	0
41	2
42	0
43	1
44	1
45	1
46	0
47	1
48	0
49	0
50	2
51	0
52	1
53	0
54	4
55	13
56	22
57	29
58	30
59	27
60	26
61	59
62	535
63	2005
64	2471
65	2458
66	2481
67	2545
68	2351
69	2469
70	2378
71	2318
72	2437
73	2393
74	2316
75	2281
76	2295
77	2248
78	2363
79	2192
80	2274
81	2178
82	2184
83	2191
84	2092
85	2155
86	2057
87	2031
88	2166
89	1981
90	2028
91	2122
92	1945
93	2034
94	1894
95	1933
96	1920
97	1923
98	1995
99	1879
100	1984
101	1925
102	1834
103	1881
104	1934
105	1842
106	1835
107	1817
108	1882
109	1856
110	1757
111	1814
112	1784
113	1860
114	1790
115	1727
116	1681
117	1789
118	1780
119	1759
120	1749
121	1742
122	1767
123	1724
124	1703
125	1682
126	1688
127	1633
128	1658
129	1673
130	1714
131	1619
132	1647
133	1612
134	1725
135	1625
136	1656
137	1719
138	1672
139	1568
140	1634
141	1563
142	1641
143	1587
144	1616
145	1554
146	1556
147	1520
148	1594
149	1585
150	1526
151	1467
152	1513
153	1532
154	1478
155	1552
156	1479
157	1540
158	1583
159	1474
160	1502
161	1497
162	1525
163	1537
164	1516
165	1458
166	1476
167	1439
168	1466
169	1459
170	1395
171	1529
172	1448
173	1495
174	1496
175	1446
176	1447
177	1413
178	1418
179	1452
180	1416
181	1451
182	1438
183	1451
184	1392
185	1380
186	1379
187	1390
188	1426
189	1358
190	1439
191	1352
192	1450
193	1393
194	1414
195	1360
196	1355
197	1424
198	1329
199	1329
200	1420
201	1342
202	1326
203	1379
204	1389
205	1325
206	1383
207	1340
208	1380
209	1362
210	1396
211	1379
212	1365
213	1327
214	1383
215	1352
216	1306
217	1321
218	1316
219	1291
220	1292
221	1352
222	1234
223	1320
224	1287
225	1267
226	1297
227	1295
228	1302
229	1335
230	1370
231	1273
232	1266
233	1298
234	1320
235	1291
236	1244
237	1211
