1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	15
60	17
61	15
62	21
63	20
64	14
65	11
66	16
67	17
68	26
69	18
70	15
71	13
72	19
73	13
74	24
75	20
76	25
77	18
78	19
79	13
80	22
81	19
82	19
83	19
84	11
85	14
86	13
87	22
88	13
89	19
90	20
91	16
92	28
93	23
94	12
95	18
96	14
97	20
98	24
99	16
100	9
101	18
102	24
103	15
104	22
105	16
106	19
107	24
108	12
109	25
110	21
111	23
112	18
113	21
114	19
115	16
116	16
117	25
118	21
119	17
120	13
121	19
122	29
123	16
124	23
125	31
126	27
127	21
128	21
129	24
130	28
131	33
132	16
133	27
134	21
135	29
136	32
137	21
138	21
139	20
140	15
141	39
142	31
143	33
144	31
145	27
146	37
147	32
148	37
149	33
150	39
151	33
152	28
153	44
154	30
155	37
156	49
157	46
158	48
159	55
160	47
161	59
162	47
163	50
164	54
165	61
166	58
167	51
168	57
169	70
170	70
171	79
172	78
173	72
174	74
175	74
176	93
177	91
178	97
179	105
180	82
181	76
182	90
183	87
184	86
185	93
186	99
187	103
188	104
189	124
190	85
191	119
192	109
193	122
194	109
195	111
196	98
197	105
198	96
199	126
200	119
201	90
202	99
203	103
204	115
205	110
206	75
207	92
208	90
209	72
210	70
211	72
212	82
213	90
214	68
215	62
216	81
217	80
218	64
219	51
220	70
221	57
222	54
223	61
224	47
225	49
226	46
227	53
228	40
229	51
230	52
231	38
232	27
233	46
234	26
235	31
236	46
237	39
238	30
239	45
240	29
241	39
242	28
243	41
244	24
245	28
246	32
247	23
248	26
249	24
250	24
251	30
252	21
253	33
254	23
255	22
256	24
257	16
258	25
259	26
260	22
261	16
262	33
263	24
264	30
265	25
266	28
267	21
268	19
269	20
270	27
271	27
272	23
273	24
274	25
275	24
276	27
277	29
278	20
279	29
280	32
281	21
