1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	1
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	2
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	4
59	15
60	34
61	28
62	39
63	36
64	46
65	41
66	38
67	37
68	42
69	36
70	35
71	37
72	50
73	39
74	35
75	38
76	40
77	41
78	42
79	36
80	29
81	33
82	41
83	36
84	33
85	39
86	44
87	48
88	41
89	43
90	42
91	41
92	39
93	46
94	49
95	47
96	59
97	50
98	44
99	38
100	39
101	43
102	38
103	31
104	41
105	41
106	48
107	39
108	39
109	36
110	45
111	51
112	33
113	45
114	34
115	30
116	35
117	44
118	37
119	46
120	45
121	44
122	40
123	39
124	49
125	39
126	37
127	41
128	48
129	41
130	40
131	27
132	42
133	40
134	52
135	46
136	35
137	38
138	44
139	42
140	26
141	34
142	46
143	36
144	31
145	49
146	45
147	32
148	42
149	59
150	45
151	41
152	48
153	46
154	43
155	34
156	49
157	49
158	41
159	33
160	46
161	37
162	45
163	51
164	48
165	55
166	39
167	49
168	42
169	41
170	38
171	38
172	54
173	40
174	37
175	36
176	55
177	31
178	48
179	48
180	56
181	38
182	43
183	39
184	43
185	36
186	62
187	50
188	51
189	42
190	43
191	52
192	54
193	36
194	53
195	35
196	41
197	38
198	47
199	45
200	46
201	34
202	35
203	63
204	35
205	39
206	38
207	47
208	44
209	55
210	54
211	44
212	48
213	48
214	43
215	45
216	41
217	44
218	41
219	50
220	40
221	35
222	48
223	45
224	32
225	42
226	55
227	44
228	42
229	38
230	49
231	46
232	43
233	36
234	42
235	44
236	55
237	36
238	43
239	50
240	30
241	42
242	47
243	48
244	35
245	47
246	51
247	36
248	59
249	59
250	46
251	45
252	46
253	45
254	50
255	55
256	52
257	49
258	37
259	47
260	44
261	56
262	50
263	39
264	60
265	50
266	57
267	40
268	40
269	46
270	45
271	42
272	65
273	48
274	46
275	62
276	44
277	42
278	51
279	45
280	47
281	42
